l,a,b,p,v,label
14.8853,10.9939,-1.10261,5.169356,0.0791922431,pouch
47.2809,29.1078,30.353,5.169356,0.0791922431,sunblock
50.4477,33.4703,23.2664,5.169356,0.0791922431,sunblock
17.14,9.96396,-4.08461,5.169356,0.0791922431,brush
61.7369,39.9673,42.0219,5.169356,0.0791922431,sunblock
41.0808,54.4041,18.039,5.169356,0.0791922431,brush
75.553,10.1695,70.8508,5.169356,0.0791922431,plastic
63.6482,29.3987,4.56468,5.169356,0.0791922431,sunblock
31.0475,9.57063,-3.4593,5.169356,0.0791922431,lamp
47.4859,13.1482,-31.1692,5.169356,0.0791922431,poncho
76.2605,2.01999,-13.5303,5.169356,0.0791922431,poncho
21.4739,37.2904,3.72867,5.169356,0.0791922431,lamp
12.3535,3.84922,-4.50375,5.169356,0.0791922431,lamp
29.8531,29.4508,2.68836,5.169356,0.0791922431,lamp
84.2651,2.52502,-16.6225,5.169356,0.0791922431,drawer
1.90236,1.53253,-1.95623,5.169356,0.0791922431,bag
15.0281,30.8163,-47.1766,5.169356,0.0791922431,sunblock
46.9731,33.101,19.2409,5.169356,0.0791922431,sunblock
45.7035,36.601,33.9813,5.169356,0.0791922431,sunblock
40.5777,30.7449,11.3585,5.169356,0.0791922431,sunblock
13.341,7.37165,-0.137652,5.169356,0.0791922431,knife
53.9403,5.30808,-14.7885,5.169356,0.0791922431,stove
29.5096,4.4424,-4.94988,5.169356,0.0791922431,stove
39.0675,3.74479,-13.1557,5.169356,0.0791922431,stove
25.4757,4.2495,-1.21065,5.169356,0.0791922431,bottle
49.4952,6.97503,-8.56147,5.169356,0.0791922431,bottle
47.5688,40.2709,39.8343,5.169356,0.0791922431,sunblock
62.1279,45.2693,46.1206,5.169356,0.0791922431,sunblock
69.0525,8.85816,-8.23339,5.169356,0.0791922431,bottle
26.6053,5.74856,-2.65506,5.169356,0.0791922431,stove
29.071,5.74598,-10.1434,5.169356,0.0791922431,stove
73.877,3.79155,-11.5988,5.169356,0.0791922431,drawer
53.0252,-19.1467,15.6304,5.169356,0.0791922431,repellent
45.9309,-32.4349,28.3296,5.169356,0.0791922431,repellent
65.7445,9.65668,-8.62329,5.169356,0.0791922431,drawer
80.2438,4.50549,-18.2242,5.169356,0.0791922431,drawer
44.1179,-33.2873,33.8,5.169356,0.0791922431,repellent
59.0399,-24.2736,23.8502,5.169356,0.0791922431,repellent
54.2363,-24.9117,21.3397,5.169356,0.0791922431,repellent
62.361,2.57468,-13.8662,5.169356,0.0791922431,drawer
60.8519,6.61623,-13.5515,5.169356,0.0791922431,drawer
44.3647,-6.67217,12.2302,5.169356,0.0791922431,repellent
42.9979,3.98599,-6.51006,5.169356,0.0791922431,stove
31.9411,-10.3425,5.79351,5.169356,0.0791922431,repellent
67.3745,5.52781,-14.0446,5.169356,0.0791922431,stove
42.5126,4.82498,-10.0041,5.169356,0.0791922431,stove
41.673,7.03607,-3.99496,5.169356,0.0791922431,burner
51.7226,8.6332,-0.419704,5.169356,0.0791922431,burner
21.3814,16.782,3.77593,5.169356,0.0791922431,brush
42.4692,60.0354,20.6982,5.169356,0.0791922431,brush
86.9592,4.63792,-3.72418,5.169356,0.0791922431,drawer
78.7933,6.2718,71.0775,5.169356,0.0791922431,plastic
8.58762,8.23464,-3.23846,5.169356,0.0791922431,pouch
23.4696,29.358,8.61073,5.169356,0.0791922431,pouch
25.1727,7.23845,-5.9098,5.169356,0.0791922431,lamp
32.3722,31.6401,1.90842,5.169356,0.0791922431,lamp
5.40256,4.62061,-4.76122,5.169356,0.0791922431,lamp
47.9813,3.04843,-14.3364,5.169356,0.0791922431,poncho
51.2749,9.29431,-38.3168,5.169356,0.0791922431,poncho
67.5525,6.77311,-44.0386,5.169356,0.0791922431,poncho
61.9719,9.18594,-22.6314,5.169356,0.0791922431,poncho
84.8972,1.89607,-17.3986,5.169356,0.0791922431,drawer
2.48349,2.57949,-1.65517,235.9632,7119.7131336,bag
14.9755,35.435,-50.7116,13.625036,1.3277883761,sunblock
48.4026,36.1474,32.2711,13.625036,1.3277883761,sunblock
56.8752,49.0262,28.2075,13.625036,1.3277883761,sunblock
57.9624,41.1911,21.62,13.625036,1.3277883761,sunblock
25.7336,9.94181,-8.1728,13.625036,1.3277883761,bottle
66.1567,12.7629,-11.1248,13.625036,1.3277883761,bottle
6.52072,8.68144,-0.220218,13.625036,1.3277883761,knife
47.3986,38.562,-8.82738,13.625036,1.3277883761,sunblock
64.2882,42.9265,38.8987,13.625036,1.3277883761,sunblock
12.7901,10.4079,0.128824,13.625036,1.3277883761,knife
32.4445,13.3641,-2.54923,12.317116,1.0224330968,burner
48.2421,-26.7597,32.1538,12.317116,1.0224330968,repellent
43.204,13.1928,-5.35855,12.317116,1.0224330968,burner
48.8521,-30.5258,30.4403,12.317116,1.0224330968,repellent
33.2337,-21.6486,21.0258,12.317116,1.0224330968,repellent
47.5451,7.79604,-13.3958,12.317116,1.0224330968,stove
45.8855,8.87005,-11.8091,12.317116,1.0224330968,stove
59.5031,-14.6652,17.4973,12.317116,1.0224330968,repellent
35.8985,11.2332,-3.05943,12.317116,1.0224330968,burner
63.4949,18.9136,0.530963,12.317116,1.0224330968,repellent
71.2666,-14.8771,7.38938,12.317116,1.0224330968,repellent
56.1793,-14.4694,9.18008,12.317116,1.0224330968,repellent
36.1512,8.31827,-2.03722,12.317116,1.0224330968,repellent
63.7381,10.0146,-16.6594,12.317116,1.0224330968,stove
86.919,3.23012,-2.46475,12.317116,1.0224330968,stove
67.0682,10.6436,-19.9763,11.908436,0.936614368,stove
45.332,59.378,13.2362,10.777788,0.7114359074,brush
9.19319,14.0199,-4.79595,10.777788,0.7114359074,pouch
32.824,46.9786,5.13838,10.494356,0.6609771975,pouch
66.4801,9.32118,-44.8844,10.494356,0.6609771975,poncho
14.2143,9.16079,-4.71267,10.494356,0.6609771975,lamp
27.2069,37.958,7.70427,10.494356,0.6609771975,lamp
42.1023,8.43625,-2.87992,10.494356,0.6609771975,lamp
58.1141,5.2509,-18.8989,9.644156,0.5096181583,poncho
89.6992,1.50462,-10.4332,5.715068,0.1061727237,drawer
50.5531,6.15449,-35.5727,5.715068,0.1061727237,drawer
42.9336,16.0513,-17.4415,5.33704,0.0879351688,battery-1.5V
54.7517,7.59178,1.56259,5.33704,0.0879351688,lantern
39.1751,38.3767,20.2716,5.33704,0.0879351688,rope
50.8796,20.3263,-20.5205,5.33704,0.0879351688,battery-1.5V
42.8064,67.7864,28.462,5.33704,0.0879351688,rope
41.1761,65.5719,44.6705,5.33704,0.0879351688,rope
54.3771,17.3329,10.8008,5.33704,0.0879351688,bar-peanutbutter
53.7764,23.4013,22.9068,5.33704,0.0879351688,bar-peanutbutter
59.8231,15.4881,13.1401,5.33704,0.0879351688,bar-peanutbutter
85.5134,3.61025,-12.6874,5.33704,0.0879351688,drawer
88.2348,3.73371,-8.46675,5.33704,0.0879351688,drawer
53.198,26.921,17.8593,5.33704,0.0879351688,bar-peanutbutter
59.3833,5.58191,-19.6848,5.33704,0.0879351688,drawer
38.757,15.2545,7.30799,5.33704,0.0879351688,bar-chocolate
89.9883,4.31075,-3.72621,5.33704,0.0879351688,drawer
34.1714,14.299,-2.12587,5.33704,0.0879351688,bar-chocolate
38.6584,17.8756,0.400387,5.33704,0.0879351688,bar-chocolate
77.9258,5.09963,10.5089,5.33704,0.0879351688,tape
63.4798,5.1482,35.619,5.33704,0.0879351688,bar-chocolate
40.5887,9.65786,-5.62341,5.33704,0.0879351688,pocketbag
31.4263,7.37142,-2.10152,5.33704,0.0879351688,gloves
3.9261,3.61672,-5.79977,5.33704,0.0879351688,gloves
55.0319,4.53082,-5.45301,5.33704,0.0879351688,gloves
26.6373,8.46222,-10.9128,5.33704,0.0879351688,pocketbag
7.86092,3.98664,-0.799779,5.33704,0.0879351688,gloves
20.2624,8.3238,-15.4505,5.33704,0.0879351688,pocketbag
36.703,5.87658,-2.13849,5.33704,0.0879351688,gloves
9.47512,6.97136,-8.37049,5.33704,0.0879351688,pocketbag
39.9366,3.14886,7.59076,5.33704,0.0879351688,gloves
49.5683,19.9092,15.6842,5.33704,0.0879351688,bar-peanutbutter
52.7649,20.5767,-30.7784,5.33704,0.0879351688,battery-1.5V
55.2758,20.8564,-30.7886,5.33704,0.0879351688,battery-1.5V
61.2242,9.45845,16.1023,5.33704,0.0879351688,bar-peanutbutter
32.9913,21.3427,3.90691,5.33704,0.0879351688,bar-peanutbutter
65.3819,6.83561,-24.1682,5.33704,0.0879351688,drawer
46.7844,8.37943,2.27221,5.33704,0.0879351688,harmonica
67.7521,8.05922,-23.7474,5.33704,0.0879351688,drawer
80.2125,6.77711,-20.2777,5.33704,0.0879351688,drawer
36.7463,52.1469,23.9315,5.33704,0.0879351688,rope
47.9934,74.439,26.7178,5.33704,0.0879351688,rope
34.8054,58.8115,41.0149,5.33704,0.0879351688,rope
43.5431,65.1864,32.2941,5.33704,0.0879351688,rope
41.7409,65.7101,48.4602,5.33704,0.0879351688,rope
34.6271,10.6082,8.28844,5.33704,0.0879351688,bar-chocolate
77.6534,8.57819,-10.1924,5.33704,0.0879351688,drawer
97.9374,0.770125,-1.48293,5.33704,0.0879351688,drawer
44.9027,8.25835,18.4695,5.33704,0.0879351688,bar-chocolate
50.8687,11.5051,-11.5916,5.33704,0.0879351688,bar-chocolate
79.106,4.876,10.105,5.33704,0.0879351688,tape
39.2841,8.56786,-6.46687,5.33704,0.0879351688,pocketbag
23.7171,6.52686,-8.8049,5.33704,0.0879351688,pocketbag
9.33958,3.6554,-1.87662,5.33704,0.0879351688,gloves
24.1976,10.0855,-12.1251,5.33704,0.0879351688,pocketbag
54.207,4.71102,-7.5274,5.33704,0.0879351688,gloves
28.1602,5.04522,6.195,5.33704,0.0879351688,gloves
3.47573,1.98973,-2.66044,5.33704,0.0879351688,gloves
24.8081,5.9862,-1.85861,5.33704,0.0879351688,gloves
37.9678,5.76124,2.06353,5.33704,0.0879351688,gloves
28.4113,8.49153,-4.5671,5.33704,0.0879351688,gloves
59.5365,0.859182,-28.1555,5.33704,0.0879351688,drawer
56.8912,14.0978,15.8403,5.33704,0.0879351688,bar-peanutbutter
71.3964,16.3682,-3.33266,5.33704,0.0879351688,battery-1.5V
44.1067,13.4618,-14.7763,5.33704,0.0879351688,battery-1.5V
72.0439,12.9375,13.0904,5.33704,0.0879351688,bar-peanutbutter
67.9516,8.90488,21.3611,5.33704,0.0879351688,bar-peanutbutter
46.4492,11.4318,-12.1636,5.33704,0.0879351688,battery-1.5V
64.2547,4.94446,0.411524,5.33704,0.0879351688,harmonica
41.9569,23.8777,12.1115,5.33704,0.0879351688,bar-peanutbutter
37.1755,5.39161,6.11724,5.33704,0.0879351688,harmonica
74.0773,2.199,-14.7189,5.33704,0.0879351688,drawer
79.5938,3.51162,-14.4327,5.33704,0.0879351688,drawer
88.9079,3.06746,2.63343,5.33704,0.0879351688,tape
51.5217,44.7161,19.3361,5.33704,0.0879351688,rope
56.5807,59.8217,18.8766,5.33704,0.0879351688,rope
39.3206,12.6493,11.2587,5.33704,0.0879351688,bar-chocolate
95.0583,1.98089,-1.0936,5.33704,0.0879351688,drawer
56.6611,11.2026,1.62158,5.33704,0.0879351688,bar-chocolate
79.6093,0.303734,29.9946,5.33704,0.0879351688,bar-chocolate
21.6346,4.88188,3.67276,5.33704,0.0879351688,lantern
80.2665,-2.72048,33.1214,5.33704,0.0879351688,bar-chocolate
7.49546,3.10673,-2.32828,5.33704,0.0879351688,gloves
28.9226,5.20956,-4.73369,5.33704,0.0879351688,pocketbag
43.4076,5.496,-5.21163,5.33704,0.0879351688,pocketbag
45.6147,3.58043,1.7317,5.33704,0.0879351688,gloves
44.0505,3.76191,-5.87988,5.33704,0.0879351688,pocketbag
57.5759,1.94381,-0.539261,5.33704,0.0879351688,gloves
14.7573,2.68256,-2.43719,5.33704,0.0879351688,gloves
38.2224,1.88057,8.16019,5.33704,0.0879351688,gloves
61.4956,16.9201,-13.4358,5.33704,0.0879351688,battery-1.5V
56.6919,12.7981,-25.2165,5.33704,0.0879351688,battery-1.5V
72.6836,11.9768,20.8608,5.33704,0.0879351688,bar-peanutbutter
59.8676,14.4159,14.3641,5.33704,0.0879351688,bar-peanutbutter
53.3404,22.9619,10.9983,5.33704,0.0879351688,bar-peanutbutter
56.2777,5.60432,1.62083,5.33704,0.0879351688,harmonica
49.2315,26.3111,10.321,5.33704,0.0879351688,bar-peanutbutter
83.3619,2.40954,-11.298,5.33704,0.0879351688,drawer
72.1761,2.56719,-12.8787,5.33704,0.0879351688,drawer
88.4499,2.94472,3.12366,5.33704,0.0879351688,tape
74.383,4.88121,-13.778,5.33704,0.0879351688,drawer
45.1887,41.5488,17.3103,5.33704,0.0879351688,rope
56.3579,57.0389,19.0361,5.33704,0.0879351688,rope
54.5892,51.1876,25.1388,5.33704,0.0879351688,rope
93.0854,2.06548,-0.450384,5.33704,0.0879351688,drawer
42.1453,10.8022,-1.25239,5.33704,0.0879351688,bar-chocolate
48.5938,14.4329,8.09719,5.33704,0.0879351688,bar-chocolate
16.4876,4.2463,10.8035,5.33704,0.0879351688,lantern
35.639,7.22869,3.22794,5.33704,0.0879351688,lantern
78.3586,0.292272,22.9968,5.33704,0.0879351688,bar-chocolate
41.943,13.7986,10.5126,5.33704,0.0879351688,bar-chocolate
48.8079,6.28507,16.1783,5.33704,0.0879351688,bar-chocolate
41.2213,6.31694,-4.32635,5.33704,0.0879351688,pocketbag
16.3428,2.5765,-0.80319,5.33704,0.0879351688,gloves
65.3688,3.61362,-8.27013,5.33704,0.0879351688,gloves
30.0939,6.33073,4.58422,5.33704,0.0879351688,pocketbag
5.39972,1.85086,-2.96616,5.33704,0.0879351688,gloves
33.7454,4.95809,-2.91669,5.33704,0.0879351688,pocketbag
34.1908,4.37705,-1.12069,5.33704,0.0879351688,gloves
31.5394,3.08313,4.20762,5.33704,0.0879351688,gloves
44.4049,1.85453,6.76557,5.33704,0.0879351688,gloves
50.8792,3.672,-7.60711,5.33704,0.0879351688,pocketbag
65.5676,1.83641,-17.3768,5.33704,0.0879351688,drawer
94.3938,0.252674,-4.82395,5.298292,0.0860658132,drawer
85.5753,2.42655,-5.19759,5.298292,0.0860658132,drawer
94.4115,0.846789,-4.58917,5.298292,0.0860658132,drawer
93.1328,0.386533,0.872289,5.298292,0.0860658132,battery-1.5V
68.7291,5.12624,-0.235731,4.68162,0.0563151348,harmonica
87.8078,1.67687,0.578051,4.68162,0.0563151348,battery-1.5V
68.2783,13.516,14.4706,4.68162,0.0563151348,bar-peanutbutter
58.2685,2.61582,-2.24309,4.68162,0.0563151348,battery-1.5V
76.9407,8.88389,19.688,4.68162,0.0563151348,woodbrush
89.7059,2.48053,3.60378,4.68162,0.0563151348,tape
47.2463,51.7467,24.6848,4.68162,0.0563151348,rope
56.6489,56.5288,20.1829,4.68162,0.0563151348,rope
99.4476,0.221331,-0.482894,4.68162,0.0563151348,drawer
73.2587,5.65455,9.04991,4.68162,0.0563151348,battery-9V
73.6573,6.19712,-0.843038,4.68162,0.0563151348,bar-chocolate
83.5574,2.9123,0.942659,4.68162,0.0563151348,drawer
44.2363,12.8362,3.79305,4.68162,0.0563151348,bar-chocolate
23.6112,4.52677,7.88562,4.68162,0.0563151348,lantern
40.4087,5.9034,-3.00467,4.68162,0.0563151348,pocketbag
31.5078,5.44197,-9.33932,4.68162,0.0563151348,pocketbag
30.7036,4.24568,0.647879,4.68162,0.0563151348,gloves
36.0028,7.17089,14.3306,4.68162,0.0563151348,pocketbag
30.1962,4.66392,0.305324,4.68162,0.0563151348,pocketbag
56.8572,4.39292,-18.9172,4.68162,0.0563151348,drawer
60.0394,4.38077,-20.4706,4.68162,0.0563151348,drawer
81.7097,1.30546,-0.4048,4.68162,0.0563151348,battery-1.5V
77.2313,2.12111,0.920927,4.68162,0.0563151348,battery-1.5V
60.2213,5.45482,-4.30043,4.68162,0.0563151348,battery-1.5V
41.2309,3.96919,4.61139,4.68162,0.0563151348,harmonica
30.4538,-0.693117,5.08756,4.68162,0.0563151348,battery-1.5V
89.2102,3.363,-12.0678,4.68162,0.0563151348,drawer
70.899,9.04289,-9.42834,4.68162,0.0563151348,bar-peanutbutter
74.7254,6.52964,-10.7772,4.68162,0.0563151348,drawer
52.8783,20.6793,17.5441,4.68162,0.0563151348,bar-peanutbutter
65.5945,7.64136,-7.81072,4.68162,0.0563151348,drawer
72.0981,6.82544,-13.4363,4.68162,0.0563151348,drawer
65.3966,10.3122,32.079,4.68162,0.0563151348,woodbrush
73.9204,4.61814,12.0643,4.68162,0.0563151348,tape
80.5742,4.16547,8.89924,4.68162,0.0563151348,tape
71.1162,8.17636,-5.78931,4.68162,0.0563151348,drawer
38.4685,61.2878,41.5069,4.68162,0.0563151348,rope
13.4887,15.7904,4.15686,4.68162,0.0563151348,bar-chocolate
66.0311,5.34847,-4.85109,4.68162,0.0563151348,bar-chocolate
77.4466,5.52021,-15.245,4.68162,0.0563151348,bar-chocolate
58.6072,6.40328,6.10533,4.68162,0.0563151348,battery-9V
5.50984,2.90256,-0.622979,4.68162,0.0563151348,gloves
47.9468,12.1103,12.0763,4.68162,0.0563151348,bar-chocolate
13.2024,5.58088,10.0206,4.68162,0.0563151348,lantern
25.955,4.1365,3.98843,4.68162,0.0563151348,gloves
27.4508,6.18785,-0.90248,4.68162,0.0563151348,pocketbag
12.1995,8.138,1.35751,4.68162,0.0563151348,pocketbag
14.9358,6.05854,-6.11985,4.68162,0.0563151348,pocketbag
6.69755,3.14294,0.303908,4.68162,0.0563151348,gloves
35.7764,5.48417,-3.40581,4.68162,0.0563151348,pocketbag
55.091,8.81736,8.72517,4.68162,0.0563151348,pocketbag
88.2626,2.40593,-2.57098,4.48504,0.050014952,battery-1.5V
82.0362,5.29849,-16.0857,4.48504,0.050014952,drawer
66.7279,5.89561,-12.6452,4.48504,0.050014952,battery-1.5V
68.9918,11.3641,-15.5389,4.48504,0.050014952,bar-peanutbutter
75.5098,3.01084,-1.5312,4.48504,0.050014952,battery-1.5V
47.274,6.40102,6.28194,4.48504,0.050014952,harmonica
47.274,6.40102,6.28194,4.48504,0.050014952,harmonica
74.2985,1.60358,-2.04018,4.48504,0.050014952,battery-1.5V
41.1724,25.9087,29.0384,4.48504,0.050014952,bar-peanutbutter
79.1535,8.1047,19.4293,4.48504,0.050014952,woodbrush
74.3485,5.65564,11.3659,4.48504,0.050014952,tape
36.2723,58.1081,33.301,4.48504,0.050014952,rope
44.3418,69.5674,39.5548,4.48504,0.050014952,rope
71.2469,5.07927,-9.31157,4.48504,0.050014952,drawer
91.0981,3.43431,-6.58439,4.48504,0.050014952,drawer
17.3064,15.1597,-1.03008,4.48504,0.050014952,bar-chocolate
70.3212,9.09617,-3.79404,4.48504,0.050014952,bar-chocolate
64.009,7.96604,0.0501931,4.48504,0.050014952,battery-9V
37.6304,52.7597,37.5319,4.48504,0.050014952,rope
4.28153,3.0901,-1.50154,4.48504,0.050014952,gloves
12.9265,7.64161,8.85064,4.48504,0.050014952,lantern
18.9026,8.75597,-2.00469,4.48504,0.050014952,pocketbag
32.0065,7.43294,-5.45783,4.48504,0.050014952,pocketbag
37.1119,7.68637,0.84959,4.48504,0.050014952,pocketbag
25.7001,5.04479,-0.70497,4.48504,0.050014952,gloves
6.54783,2.2725,-3.03086,4.48504,0.050014952,gloves
20.9723,7.94949,-2.40333,4.48504,0.050014952,pocketbag
83.6427,2.33375,-5.25961,4.48504,0.050014952,drawer
70.3392,6.4419,-10.826,4.48504,0.050014952,drawer
68.7761,6.83411,-9.63771,4.48504,0.050014952,drawer
74.7311,5.6588,-3.9893,4.48504,0.050014952,battery-1.5V
91.7124,2.8562,-5.05983,4.48504,0.050014952,battery-1.5V
60.7642,15.2345,14.7496,4.354668,0.0463041065,bar-peanutbutter
41.97,5.22808,-4.28283,4.354668,0.0463041065,battery-1.5V
83.96,2.82266,-3.43779,4.354668,0.0463041065,battery-1.5V
47.5376,13.2569,25.2861,4.354668,0.0463041065,bar-peanutbutter
53.4113,11.4501,39.1304,4.354668,0.0463041065,bat-peanutbutter
37.7346,29.6863,23.6674,4.354668,0.0463041065,bar-peanutbutter
85.8932,3.66018,-6.21973,4.354668,0.0463041065,drawer
78.9833,3.861,-19.5991,4.354668,0.0463041065,drawer
76.6505,10.01,18.6223,4.354668,0.0463041065,woodbrush
77.3709,3.10524,-8.74447,4.354668,0.0463041065,drawer
78.734,3.72878,-10.0505,4.354668,0.0463041065,drawer
83.4792,4.90805,-9.24241,4.317828,0.0452555106,drawer
77.8323,4.60794,12.9132,4.317828,0.0452555106,tape
27.222,20.6374,13.2982,4.317828,0.0452555106,bar-chocolate
35.426,57.3952,35.6602,4.317828,0.0452555106,rope
48.3126,74.6616,38.8715,4.317828,0.0452555106,rope
40.9204,16.0406,8.83227,4.317828,0.0452555106,bar-chocolate
59.27,4.88183,38.4687,4.317828,0.0452555106,bar-chocolate
41.4104,64.9358,51.6084,4.317828,0.0452555106,rope
23.3785,4.92993,-3.25435,4.317828,0.0452555106,gloves
39.6347,54.6987,33.7861,4.317828,0.0452555106,rope
69.4272,5.13699,-0.18636,4.317828,0.0452555106,battery-9V
6.25272,4.89644,0.377301,4.317828,0.0452555106,gloves
18.9351,6.47841,6.01122,4.317828,0.0452555106,pocketbag
28.5582,8.31737,-7.40566,4.317828,0.0452555106,pocketbag
10.6298,7.88441,6.42408,4.317828,0.0452555106,lantern
22.3415,5.30177,-5.95551,4.317828,0.0452555106,pocketbag
27.1594,10.6326,10.6116,4.317828,0.0452555106,pocketbag
41.9234,5.95068,-14.1146,4.317828,0.0452555106,pocketbag
53.5286,6.00263,-11.8601,4.317828,0.0452555106,pocketbag
52.5203,6.93438,-14.662,4.317828,0.0452555106,pocketbag
84.7045,1.26635,-16.5489,4.317828,0.0452555106,drawer
76.1352,5.51919,-17.0409,4.317828,0.0452555106,drawer
31.8943,33.8169,18.2564,4.317828,0.0452555106,bar-peanutbutter
50.7743,20.1088,28.7388,4.317828,0.0452555106,bar-peanutbutter
54.607,4.71609,-17.9792,4.317828,0.0452555106,drawer
56.9074,6.83818,-18.7123,4.317828,0.0452555106,drawer
54.2736,18.0222,33.1771,4.317828,0.0452555106,bar-peanutbutter
41.9642,35.1119,18.3785,4.317828,0.0452555106,bar-peanutbutter
49.1048,16.3979,-18.0902,4.317828,0.0452555106,battery-1.5V
54.3799,20.7692,31.6972,4.317828,0.0452555106,bar-peanutbutter
47.7325,27.1323,-20.0711,4.317828,0.0452555106,battery-1.5V
67.3468,7.07232,-22.4322,4.317828,0.0452555106,drawer
64.066,10.2912,29.1805,4.317828,0.0452555106,woodbrush
77.2453,7.27916,-14.5134,4.317828,0.0452555106,drawer
47.1487,9.10852,0.669084,4.317828,0.0452555106,harmonica
98.2212,0.486386,-2.01878,4.317828,0.0452555106,drawer
75.2906,9.19185,-6.0882,4.317828,0.0452555106,drawer
88.3487,2.44587,10.9999,4.317828,0.0452555106,tape
79.6239,7.74231,3.81217,4.317828,0.0452555106,tape
88.4306,4.55917,-2.30234,4.317828,0.0452555106,drawer
40.7293,15.6147,17.5996,4.317828,0.0452555106,bar-chocolate
69.3479,-0.406489,60.461,4.317828,0.0452555106,bar-chocolate
63.0726,8.66066,13.8929,4.317828,0.0452555106,battery-9V
44.4085,68.5215,41.0571,4.317828,0.0452555106,rope
33.5917,52.011,31.6444,4.317828,0.0452555106,rope
60.1104,9.23187,37.2838,4.317828,0.0452555106,bar-chocolate
37.0143,18.8257,11.7736,4.317828,0.0452555106,bar-chocolate
7.36916,7.22357,5.1136,4.317828,0.0452555106,lantern
23.0487,4.60152,-2.98851,4.317828,0.0452555106,gloves
10.3818,6.34386,6.24457,4.317828,0.0452555106,gloves
8.98832,2.89059,-1.8815,4.317828,0.0452555106,gloves
32.0244,6.85424,-7.12497,4.317828,0.0452555106,pocketbag
12.6108,2.47227,6.50957,4.317828,0.0452555106,pocketbag
21.3796,8.7669,9.75077,4.317828,0.0452555106,lantern
17.361,5.83817,-6.17295,4.317828,0.0452555106,pocketbag
50.1456,7.94998,-14.6634,4.317828,0.0452555106,pocketbag
47.9496,6.58868,-13.5426,4.317828,0.0452555106,pocketbag
40.0976,5.45872,-9.53846,4.317828,0.0452555106,pocketbag
19.8098,10.2529,4.01558,4.317828,0.0452555106,pocketbag
15.6967,7.01554,-13.299,4.317828,0.0452555106,pocketbag
49.6106,7.01026,-5.36986,4.317828,0.0452555106,pocketbag
29.3181,4.82333,11.3149,4.317828,0.0452555106,gloves
39.8086,6.83783,10.1423,4.317828,0.0452555106,harmonica
57.6109,8.17141,-5.30594,4.317828,0.0452555106,harmonica
57.9611,12.9592,37.3064,4.317828,0.0452555106,woodbrush
59.7583,10.0518,3.75024,4.317828,0.0452555106,battery-9V
52.8521,6.45985,2.78111,4.317828,0.0452555106,harmonica
66.0354,4.89086,1.89654,4.317828,0.0452555106,harmonica
60.4351,7.76702,13.5017,4.317828,0.0452555106,battery-9V
58.9996,7.33646,3.69264,4.317828,0.0452555106,harmonica
63.6653,5.95351,23.9486,4.317828,0.0452555106,woodbrush
58.9988,9.00071,2.59768,4.317828,0.0452555106,battery-9V
51.9016,6.87647,7.63212,4.317828,0.0452555106,harmonica
37.0181,10.1831,15.9854,4.317828,0.0452555106,woodbrush
79.5809,5.96996,29.5175,4.317828,0.0452555106,woodbrush
62.948,8.1983,6.65524,4.317828,0.0452555106,battery-9V
63.1004,8.57756,26.7956,4.317828,0.0452555106,woodbrush
49.8595,6.69087,9.94823,4.317828,0.0452555106,harmonica
26.8517,10.913,18.5896,4.317828,0.0452555106,woodbrush
86.9582,4.85808,15.4714,4.317828,0.0452555106,woodbrush
67.1158,10.8709,29.9471,4.317828,0.0452555106,woodbrush
61.3488,7.67166,6.79357,4.317828,0.0452555106,battery-9V
21.0939,9.37356,-8.78235,13.401376,1.2845387461,robot
21.8622,8.37526,1.26459,13.401376,1.2845387461,robot
19.7528,6.95754,-2.10128,13.401376,1.2845387461,robot
67.5836,8.66856,-19.1038,13.401376,1.2845387461,robot
29.1477,10.1828,-16.5072,11.53718,0.8359579418,robot
75.4515,5.11712,-7.76042,11.53718,0.8359579418,robot
7.97028,6.92395,-2.55269,11.53718,0.8359579418,robot
77.286,7.31451,-13.6846,11.53718,0.8359579418,robot
95.2116,2.42551,-5.64746,9.296976,0.4580345298,robot
7.14717,7.72975,-1.55865,9.296976,0.4580345298,robot
32.2758,9.7931,-12.5726,9.296976,0.4580345298,robot
68.5241,4.75673,-4.17979,9.296976,0.4580345298,robot
5.76267,6.26032,-7.21664,9.296976,0.4580345298,robot
14.7145,7.92832,-1.29333,11.60414,0.9007707253,robot
67.7322,8.11939,-16.9752,11.60414,0.9007707253,robot
66.4518,11.6292,-23.0039,11.60414,0.9007707253,robot
8.85351,8.75869,0.0955078,11.60414,0.9007707253,robot
11.7997,6.46845,0.939693,11.60414,0.9007707253,robot
75.7643,8.158,-1.192,11.60414,0.9007707253,robot
8.96185,5.40665,-2.35869,11.60414,0.9007707253,robot
66.5984,7.27979,-14.0213,11.60414,0.9007707253,robot
16.9691,6.66913,3.74861,11.60414,0.9007707253,robot
70.0355,6.27361,-20.9357,11.60414,0.9007707253,robot
8.25856,10.2711,2.43412,11.60414,0.9007707253,robot
9.41603,6.31493,2.56131,10.580868,0.6727656143,robot
70.6413,6.0339,-7.63325,10.580868,0.6727656143,robot
19.248,3.08177,-5.84999,10.21654,0.6109403869,robot
12.546,7.34016,-4.38917,10.21654,0.6109403869,robot
11.041,5.10331,-0.0244412,10.101616,0.455269418,robot
7.51096,4.40869,-3.90317,10.101616,0.455269418,robot
60.9116,4.61693,-17.398,10.101616,0.455269418,robot
4.12106,5.02705,-11.5561,10.101616,0.455269418,robot
